chr= 1A
marker	composite	KPxKC_2012_1A	SynOp_GBS_antmap_1A	SynOp_GBS_binmap_1A	wsnp2013_1A
synopGBS111198	94.74	NA	NA	176
synopGBS120953	94.74	NA	NA	176
BE442681-6D	95.07	95.07	NA	NA
BE493800.2-6D	95.07	95.07	NA	NA
BG313802-6D	95.72	95.72	NA	NA
BG313298-6D	96.47	96.47	NA	NA
synopGBS264	96.53	NA	96.08	NA
BQ161010-6D	96.67	96.67	NA	NA
BE637570-6D	96.84	96.84	NA	NA
synopGBS103665	96.97	NA	NA	180
synopGBS103666	96.97	NA	NA	180
synopGBS109554	96.97	NA	NA	180
synopGBS11	97.36	NA	96.91	180
synopGBS12	97.36	NA	96.91	180
synopGBS115010	97.97	NA	NA	181
synopGBS108610	97.97	NA	NA	181
synopGBS113546	97.97	NA	NA	181
synopGBS113547	97.97	NA	NA	181
synopGBS113548	97.97	NA	NA	181
BE591279.2-6D	98.19	98.19	NA	NA
BE403619-6D	98.82	98.82	NA	NA
synopGBS115889	98.97	NA	NA	182
synopGBS108300	98.97	NA	NA	182
synopGBS108301	98.97	NA	NA	182
synopGBS127769	98.97	NA	NA	182
synopGBS127770	98.97	NA	NA	182
synopGBS233	99.97	NA	99.52	183
synopGBS242	99.97	NA	99.52	184
synopGBS104234	99.97	NA	NA	183
synopGBS111082	99.97	NA	NA	183
synopGBS117740	99.97	NA	NA	183
synopGBS118944	99.97	NA	NA	183
synopGBS118945	99.97	NA	NA	183
synopGBS125975	99.97	NA	NA	183
synopGBS118006	99.97	NA	NA	183
synopGBS108201	99.97	NA	NA	183
synopGBS120620	99.97	NA	NA	183
synopGBS119627	99.97	NA	NA	184
synopGBS127776	99.97	NA	NA	184
synopGBS121571	99.97	NA	NA	184
synopGBS117539	99.97	NA	NA	185
synopGBS117540	99.97	NA	NA	185
synopGBS120331	100.74	NA	NA	187
synopGBS120332	100.74	NA	NA	187
synopGBS120333	100.74	NA	NA	187
synopGBS122554	100.74	NA	NA	187
synopGBS122555	100.74	NA	NA	187
synopGBS126103	100.74	NA	NA	187
synopGBS120334	100.74	NA	NA	187
synopGBS120335	100.74	NA	NA	187
synopGBS120336	100.74	NA	NA	187
synopGBS100543	100.74	NA	NA	187
synopGBS112402	100.74	NA	NA	187
synopGBS108191	100.74	NA	NA	188
synopGBS108192	100.74	NA	NA	188
synopGBS103612	100.74	NA	NA	188
synopGBS109343	100.74	NA	NA	188
synopGBS109344	100.74	NA	NA	188
synopGBS118114	100.74	NA	NA	188
synopGBS118115	100.74	NA	NA	188
synopGBS122595	100.74	NA	NA	188
synopGBS122596	100.74	NA	NA	188
synopGBS106609	100.74	NA	NA	188
synopGBS123765	100.74	NA	NA	188
synopGBS555	101.74	NA	101.29	188
BE638017-6D	102.59	102.59	NA	NA
synopGBS106026	103.42	NA	NA	192
synopGBS121859	103.42	NA	NA	192
synopGBS112635	104.42	NA	NA	193
synopGBS112900	104.42	NA	NA	193
BQ171182-6D	104.7	104.7	NA	NA
synopGBS112633	105.42	NA	NA	194
synopGBS102187	105.42	NA	NA	194
synopGBS113948	105.42	NA	NA	194
synopGBS113949	105.42	NA	NA	194
synopGBS105951	105.42	NA	NA	194
synopGBS109384	105.42	NA	NA	194
synopGBS109385	105.42	NA	NA	194
synopGBS109386	105.42	NA	NA	194
synopGBS115459	105.42	NA	NA	194
synopGBS110063	106.42	NA	NA	195
synopGBS104876	106.42	NA	NA	195
synopGBS115724	106.42	NA	NA	195
synopGBS116472	106.42	NA	NA	195
CD490964-6D	107.39	107.39	NA	NA
synopGBS102595	107.42	NA	NA	196
synopGBS128141	107.42	NA	NA	196
synopGBS105225	107.42	NA	NA	196
synopGBS101689	107.42	NA	NA	196
synopGBS109620	107.42	NA	NA	196
BE403154-6D	107.86	107.86	NA	NA
synopGBS107775	108.42	NA	NA	197
synopGBS101688	108.42	NA	NA	197
synopGBS126385	108.42	NA	NA	197
synopGBS125181	109.42	NA	NA	198
synopGBS125182	109.42	NA	NA	198
synopGBS125183	109.42	NA	NA	198
synopGBS112922	109.42	NA	NA	198
synopGBS124257	109.42	NA	NA	198
synopGBS107599	110.42	NA	NA	199
synopGBS125698	110.42	NA	NA	199
synopGBS125699	110.42	NA	NA	199
synopGBS1353	111.42	NA	110.97	201
synopGBS1440	111.42	NA	110.97	201
synopGBS1441	111.42	NA	110.97	200
synopGBS115197	111.42	NA	NA	200
synopGBS114613	111.42	NA	NA	200
BE498419-6D	111.93	111.93	NA	NA
synopGBS120941	112.19	NA	NA	204
synopGBS120942	112.19	NA	NA	204
synopGBS110454	112.19	NA	NA	204
synopGBS110455	112.19	NA	NA	204
synopGBS126142	112.19	NA	NA	204
synopGBS114245	112.19	NA	NA	204
synopGBS114246	112.19	NA	NA	204
BF428572-6D	112.23	112.23	NA	NA
synopGBS106080	113.19	NA	NA	205
BE637911-6D	113.5	113.5	NA	NA
BE517715-6D	113.7	113.7	NA	NA
BM138088-6D	113.7	113.7	NA	NA
BF145273-6D	113.78	113.78	NA	NA
synopGBS103983	115.19	NA	NA	207
synopGBS103984	115.19	NA	NA	207
synopGBS129517	115.19	NA	NA	207
synopGBS129518	115.19	NA	NA	207
synopGBS119167	116.19	NA	NA	208
synopGBS125346	116.19	NA	NA	208
synopGBS125347	116.19	NA	NA	208
synopGBS581	117.19	NA	116.74	209
synopGBS110288	117.94	NA	NA	210
synopGBS110289	117.94	NA	NA	210
synopGBS115066	117.94	NA	NA	210
synopGBS106788	118.94	NA	NA	211
synopGBS124705	118.94	NA	NA	211
synopGBS123930	118.94	NA	NA	211
synopGBS1145	119.94	NA	119.49	212
synopGBS513	120.74	NA	120.29	213
synopGBS104422	120.74	NA	NA	213
synopGBS104423	120.74	NA	NA	213
synopGBS104424	120.74	NA	NA	213
synopGBS104425	120.74	NA	NA	213
synopGBS110503	120.74	NA	NA	213
synopGBS110504	120.74	NA	NA	213
synopGBS110505	120.74	NA	NA	213
synopGBS126019	120.74	NA	NA	213
synopGBS117567	120.74	NA	NA	213
synopGBS117568	120.74	NA	NA	213
synopGBS108949	120.74	NA	NA	213
synopGBS108950	120.74	NA	NA	213
synopGBS108951	120.74	NA	NA	213
synopGBS108952	120.74	NA	NA	213
synopGBS124189	120.74	NA	NA	213
synopGBS107124	120.74	NA	NA	213
synopGBS119165	120.9	NA	NA	214
synopGBS119166	120.9	NA	NA	214
synopGBS101788	120.9	NA	NA	214
BF200773-6D	121.75	121.75	NA	NA
BF483267-6D	122.36	122.36	NA	NA
synopGBS100603	122.9	NA	NA	216
synopGBS100604	122.9	NA	NA	216
synopGBS100605	122.9	NA	NA	216
synopGBS114561	122.9	NA	NA	216
synopGBS117950	122.9	NA	NA	216
synopGBS106664	122.9	NA	NA	216
synopGBS106665	122.9	NA	NA	216
synopGBS112371	122.9	NA	NA	216
synopGBS112372	122.9	NA	NA	216
synopGBS126263	122.9	NA	NA	216
synopGBS125933	122.9	NA	NA	216
synopGBS112583	123.9	NA	NA	217
synopGBS114508	123.9	NA	NA	217
synopGBS114509	123.9	NA	NA	217
synopGBS122160	123.9	NA	NA	217
synopGBS124687	123.9	NA	NA	217
synopGBS109348	123.9	NA	NA	217
synopGBS107170	123.9	NA	NA	217
synopGBS125596	124.9	NA	NA	218
synopGBS107206	124.9	NA	NA	218
synopGBS105609	124.9	NA	NA	218
synopGBS128612	125.9	NA	NA	219
synopGBS128206	125.9	NA	NA	219
synopGBS239	133.9	NA	133.45	227
synopGBS240	133.9	NA	133.45	227
synopGBS106654	136.9	NA	NA	230
synopGBS106655	136.9	NA	NA	230
synopGBS106656	136.9	NA	NA	230
synopGBS106657	136.9	NA	NA	230
synopGBS100279	136.9	NA	NA	230
synopGBS111904	136.9	NA	NA	230
synopGBS120483	136.9	NA	NA	231
synopGBS120484	136.9	NA	NA	231
synopGBS120485	136.9	NA	NA	231
synopGBS117071	136.9	NA	NA	231
synopGBS116169	138.74	NA	NA	233
BE490704-6D	139.74	139.74	NA	NA
synopGBS109916	140.74	NA	NA	235
synopGBS120293	141.74	NA	NA	236
synopGBS123392	141.74	NA	NA	236
synopGBS125878	141.74	NA	NA	236
synopGBS667	143.74	NA	143.29	238
synopGBS127875	143.74	NA	NA	238
synopGBS127876	143.74	NA	NA	238
synopGBS119235	143.74	NA	NA	238
synopGBS102022	143.74	NA	NA	238
synopGBS160	144.59	NA	144.14	239
synopGBS113329	144.59	NA	NA	239
synopGBS122218	144.59	NA	NA	239
synopGBS126772	144.59	NA	NA	239
synopGBS161	145.4	NA	144.95	239
synopGBS228	145.4	NA	144.95	240
synopGBS675	145.4	NA	144.95	240
synopGBS777	145.4	NA	144.95	240
synopGBS129150	145.4	NA	NA	240
synopGBS129151	145.4	NA	NA	240
synopGBS1421	146.31	NA	145.86	240
synopGBS121430	146.31	NA	NA	250
synopGBS122394	146.31	NA	NA	250
synopGBS122395	146.31	NA	NA	250
synopGBS122396	146.31	NA	NA	250
synopGBS108168	147.31	NA	NA	251
synopGBS108169	147.31	NA	NA	251
synopGBS113745	147.31	NA	NA	251
synopGBS113746	147.31	NA	NA	251
synopGBS106941	147.31	NA	NA	251
synopGBS100161	149.03	NA	NA	253
synopGBS110173	149.03	NA	NA	253
CD454441-6D	149.32	149.32	NA	NA
CD373543-6D	149.33	149.33	NA	NA
synopGBS113411	150.03	NA	NA	254
synopGBS113412	150.03	NA	NA	254
synopGBS113413	150.03	NA	NA	254
synopGBS115902	151.03	NA	NA	255
synopGBS104220	151.03	NA	NA	255
synopGBS107977	151.03	NA	NA	255
synopGBS122626	151.03	NA	NA	255
synopGBS110306	151.03	NA	NA	255
synopGBS110307	151.03	NA	NA	255
synopGBS109410	152.03	NA	NA	256
synopGBS100741	152.03	NA	NA	256
synopGBS100742	152.03	NA	NA	256
synopGBS121532	152.03	NA	NA	256
synopGBS121533	152.03	NA	NA	256
synopGBS103087	152.03	NA	NA	256
synopGBS103088	152.03	NA	NA	256
synopGBS119418	152.03	NA	NA	256
synopGBS129581	152.03	NA	NA	256
synopGBS109177	152.03	NA	NA	256
synopGBS128278	152.03	NA	NA	256
synopGBS127928	152.03	NA	NA	256
synopGBS125862	153.03	NA	NA	257
synopGBS125863	153.03	NA	NA	257
synopGBS129676	153.03	NA	NA	257
synopGBS113440	153.03	NA	NA	257
synopGBS119740	153.03	NA	NA	257
synopGBS101531	154.03	NA	NA	258
synopGBS119739	154.03	NA	NA	258
synopGBS124858	154.03	NA	NA	258
synopGBS126709	154.03	NA	NA	258
synopGBS126710	154.03	NA	NA	258
synopGBS112453	154.03	NA	NA	258
synopGBS118941	154.03	NA	NA	258
synopGBS118942	154.03	NA	NA	258
synopGBS108579	154.03	NA	NA	258
synopGBS108580	154.03	NA	NA	258
synopGBS106905	155.03	NA	NA	259
synopGBS106906	155.03	NA	NA	259
synopGBS106907	155.03	NA	NA	259
synopGBS115053	155.03	NA	NA	259
synopGBS129558	155.03	NA	NA	259
synopGBS124564	155.03	NA	NA	259
synopGBS107893	155.03	NA	NA	259
synopGBS101042	155.03	NA	NA	260
synopGBS124806	155.03	NA	NA	261
synopGBS1028	157.03	NA	156.58	263
synopGBS453	157.03	NA	156.58	265
synopGBS601	157.03	NA	156.58	263
synopGBS602	157.03	NA	156.58	263
synopGBS874	157.03	NA	156.58	264
synopGBS875	157.03	NA	156.58	264
synopGBS623	158.83	NA	158.38	274
synopGBS107271	158.83	NA	NA	273
synopGBS107567	158.83	NA	NA	273
synopGBS107568	158.83	NA	NA	273
synopGBS107569	158.83	NA	NA	273
synopGBS107570	158.83	NA	NA	273
synopGBS111213	158.83	NA	NA	273
synopGBS115240	158.83	NA	NA	273
synopGBS118478	158.83	NA	NA	273
synopGBS118479	158.83	NA	NA	273
synopGBS122890	158.83	NA	NA	273
synopGBS124563	158.83	NA	NA	273
synopGBS125819	158.83	NA	NA	273
synopGBS125820	158.83	NA	NA	273
synopGBS129459	158.83	NA	NA	273
synopGBS129460	158.83	NA	NA	273
synopGBS101427	158.83	NA	NA	273
synopGBS577	159.64	NA	159.19	276
synopGBS113574	159.64	NA	NA	274
synopGBS126249	159.64	NA	NA	274
synopGBS101311	159.64	NA	NA	274
synopGBS104929	159.64	NA	NA	274
synopGBS104930	159.64	NA	NA	274
synopGBS100607	159.64	NA	NA	275
synopGBS100608	159.64	NA	NA	275
synopGBS100038	159.64	NA	NA	275
synopGBS106085	159.64	NA	NA	275
synopGBS106086	159.64	NA	NA	275
synopGBS126250	160.39	NA	NA	276
synopGBS106228	160.39	NA	NA	276
synopGBS718	161.39	NA	160.94	278
synopGBS719	161.39	NA	160.94	278
synopGBS115937	161.39	NA	NA	277
synopGBS115938	161.39	NA	NA	277
synopGBS101060	161.39	NA	NA	277
synopGBS107804	161.39	NA	NA	277
synopGBS113788	161.39	NA	NA	277
synopGBS113789	161.39	NA	NA	277
synopGBS113790	161.39	NA	NA	277
synopGBS121126	161.39	NA	NA	277
chr= 6D1
map	marker	cM
wsnp2013_6D1	IWA600	12.23
wsnp2013_6D1	IWA4918	10.21
wsnp2013_6D1	IWA4056	10.21
wsnp2013_6D1	IWA7091	9
wsnp2013_6D1	IWA5974	1.9
wsnp2013_6D1	IWA1865	1.48
wsnp2013_6D1	IWA4920	10.21
wsnp2013_6D1	IWA1226	0
wsnp2013_6D1	IWA1232	0
wsnp2013_6D1	IWA1047	0
wsnp2013_6D1	IWA6360	0
wsnp2013_6D1	IWA6361	0
wsnp2013_6D1	IWA4592	0
wsnp2013_6D1	IWA3926	8.72
wsnp2013_6D1	IWA6631	8.72
wsnp2013_6D1	IWA599	12.23
wsnp2013_6D1	IWA6181	12.23
chr= 6D2
map	marker	cM
wsnp2013_6D2	IWA7431	156.71
wsnp2013_6D2	IWA5942	79.38
wsnp2013_6D2	IWA7786	161.57
wsnp2013_6D2	IWA2331	51.13
wsnp2013_6D2	IWA8412	51.13
wsnp2013_6D2	IWA8503	51.13
wsnp2013_6D2	IWA8408	51.29
wsnp2013_6D2	IWA8556	133.07
wsnp2013_6D2	IWA8565	133.07
wsnp2013_6D2	IWA7816	149.96
wsnp2013_6D2	IWA7616	150.82
wsnp2013_6D2	IWA167	156.58
wsnp2013_6D2	IWA458	156.71
wsnp2013_6D2	IWA1138	156.71
wsnp2013_6D2	IWA7249	156.71
wsnp2013_6D2	IWA8245	156.71
wsnp2013_6D2	IWA8292	156.71
wsnp2013_6D2	IWA7658	160.4
wsnp2013_6D2	IWA8496	160.82
wsnp2013_6D2	IWA8540	161.94
chr= 6D3
map	marker	cM
wsnp2013_6D3	IWA5275	6.69
wsnp2013_6D3	IWA3461	7.52
wsnp2013_6D3	IWA2338	0
wsnp2013_6D3	IWA2339	0
wsnp2013_6D3	IWA984	3.86
wsnp2013_6D3	IWA8515	8.72
wsnp2013_6D3	IWA6799	11.21
chr= 7A
marker	composite	SynOp_GBS_antmap_7A	SynOp_GBS_binmap_7A	wsnp2013_7A
synopGBS102036	0	NA	0	NA
synopGBS102037	0	NA	0	NA
synopGBS105536	0	NA	0	NA
synopGBS116971	0	NA	0	NA
synopGBS124683	0	NA	0	NA
synopGBS125853	0	NA	0	NA
synopGBS125854	0	NA	0	NA
synopGBS117625	0	NA	0	NA
synopGBS124086	0	NA	0	NA
synopGBS124087	0	NA	0	NA
synopGBS124088	0	NA	0	NA
synopGBS104533	0	NA	0	NA
synopGBS105873	0	NA	0	NA
synopGBS106069	0	NA	0	NA
synopGBS111051	0	NA	0	NA
synopGBS121538	0	NA	0	NA
synopGBS129156	0	NA	0	NA
synopGBS129157	0	NA	0	NA
synopGBS104975	0	NA	0	NA
synopGBS105000	0	NA	0	NA
synopGBS105001	0	NA	0	NA
synopGBS110721	0	NA	0	NA
synopGBS111050	0	NA	0	NA
synopGBS114597	0	NA	0	NA
synopGBS117074	0	NA	0	NA
synopGBS117781	0	NA	0	NA
synopGBS118730	0	NA	0	NA
synopGBS119949	0	NA	0	NA
synopGBS120089	0	NA	0	NA
synopGBS122414	0	NA	0	NA
synopGBS125929	0	NA	0	NA
synopGBS128275	0	NA	0	NA
synopGBS128864	0	NA	0	NA
synopGBS129147	0	NA	0	NA
synopGBS129148	0	NA	0	NA
synopGBS129149	0	NA	0	NA
synopGBS129152	0	NA	0	NA
synopGBS106215	0	NA	0	NA
synopGBS107723	0	NA	0	NA
synopGBS107724	0	NA	0	NA
synopGBS117121	0	NA	0	NA
synopGBS117122	0	NA	0	NA
synopGBS117123	0	NA	0	NA
synopGBS110647	0	NA	0	NA
synopGBS110648	0	NA	0	NA
synopGBS111960	0	NA	0	NA
synopGBS104114	0	NA	0	NA
synopGBS104115	0	NA	0	NA
synopGBS100859	0	NA	0	NA
synopGBS105289	0	NA	0	NA
synopGBS117076	0	NA	0	NA
synopGBS120204	0	NA	0	NA
synopGBS120205	0	NA	0	NA
synopGBS123057	0	NA	0	NA
synopGBS128814	0	NA	0	NA
synopGBS101187	0	NA	0	NA
synopGBS128218	0	NA	0	NA
synopGBS128219	0	NA	0	NA
synopGBS129142	0	NA	0	NA
IWA4528	0	NA	NA	0
IWA3850	5.64	NA	NA	5.64
IWA7321	6.48	NA	NA	6.48
IWA4558	6.69	NA	NA	6.69
IWA6160	7.5	NA	NA	7.5
IWA7306	9.52	NA	NA	9.52
IWA5558	11.04	NA	NA	11.04
IWA5858	12.55	NA	NA	12.55
IWA5972	12.55	NA	NA	12.55
IWA8242	12.55	NA	NA	12.55
IWA2076	12.55	NA	NA	12.55
IWA1250	12.55	NA	NA	12.55
IWA7053	14.32	NA	NA	14.32
IWA6642	14.32	NA	NA	14.32
IWA3745	14.32	NA	NA	14.32
IWA6989	16.3	NA	NA	16.3
IWA1880	16.3	NA	NA	16.3
IWA2880	18.43	NA	NA	18.43
IWA7013	19.43	NA	NA	19.43
IWA5245	19.43	NA	NA	19.43
IWA6626	19.93	NA	NA	19.93
IWA2879	19.93	NA	NA	19.93
IWA6127	24.96	NA	NA	24.96
IWA8032	25.81	NA	NA	25.81
IWA7093	33.42	NA	NA	33.42
synopGBS1059	45.2	1.06	0	NA
synopGBS1131	45.2	1.06	0	NA
synopGBS392	45.2	1.06	0	NA
synopGBS948	45.2	1.06	0	NA
synopGBS949	45.2	1.06	0	NA
synopGBS950	45.2	1.06	0	NA
synopGBS951	45.2	1.06	0	NA
synopGBS129436	45.2	NA	40	NA
synopGBS106042	45.2	NA	40	NA
synopGBS112710	45.2	NA	40	NA
synopGBS123285	45.2	NA	40	NA
synopGBS126499	45.2	NA	40	NA
synopGBS101057	45.2	NA	40	NA
synopGBS106414	45.2	NA	40	NA
synopGBS107933	45.2	NA	40	NA
synopGBS107934	45.2	NA	40	NA
synopGBS101197	45.2	NA	40	NA
synopGBS107416	45.2	NA	40	NA
synopGBS112636	45.2	NA	40	NA
synopGBS112637	45.2	NA	40	NA
synopGBS122470	45.2	NA	40	NA
synopGBS106991	45.2	NA	40	NA
synopGBS119652	45.2	NA	40	NA
synopGBS119653	45.2	NA	40	NA
synopGBS1394	46	1.86	46	NA
synopGBS271	46	1.86	46	NA
synopGBS272	46	1.86	46	NA
synopGBS107168	46	NA	46	NA
synopGBS107245	46	NA	46	NA
synopGBS124792	46	NA	46	NA
synopGBS124793	46	NA	46	NA
synopGBS124794	46	NA	46	NA
synopGBS122469	46	NA	46	NA
synopGBS124162	46	NA	46	NA
synopGBS107941	46	NA	46	NA
synopGBS123557	46	NA	46	NA
synopGBS129759	46	NA	46	NA
synopGBS100630	46	NA	46	NA
synopGBS118383	46	NA	46	NA
synopGBS118384	46	NA	46	NA
synopGBS129703	46	NA	46	NA
synopGBS129701	46	NA	46	NA
synopGBS129702	46	NA	46	NA
synopGBS119519	47.47	NA	49	NA
synopGBS101789	47.47	NA	49	NA
synopGBS123031	47.47	NA	49	NA
synopGBS102233	47.47	NA	49	NA
synopGBS103806	47.47	NA	49	NA
synopGBS105767	47.47	NA	49	NA
synopGBS110742	47.47	NA	49	NA
synopGBS112693	47.47	NA	49	NA
synopGBS123242	47.47	NA	49	NA
synopGBS105757	47.47	NA	49	NA
synopGBS128356	47.47	NA	49	NA
synopGBS128357	47.47	NA	49	NA
synopGBS118190	47.47	NA	49	NA
synopGBS118191	47.47	NA	49	NA
synopGBS108386	47.47	NA	49	NA
synopGBS105434	47.47	NA	49	NA
synopGBS105435	47.47	NA	49	NA
synopGBS105436	47.47	NA	49	NA
synopGBS119355	47.47	NA	49	NA
synopGBS128044	47.47	NA	49	NA
synopGBS120987	47.47	NA	49	NA
synopGBS120988	47.47	NA	49	NA
synopGBS127932	47.47	NA	49	NA
synopGBS105816	47.47	NA	49	NA
synopGBS115646	47.47	NA	49	NA
synopGBS127811	47.47	NA	49	NA
IWA3505	48.21	NA	NA	48.21
synopGBS348	48.47	3.52	51	NA
synopGBS349	48.47	3.52	51	NA
synopGBS350	48.47	3.52	51	NA
synopGBS954	48.47	4.33	50	NA
synopGBS105071	48.47	NA	50	NA
synopGBS105072	48.47	NA	50	NA
synopGBS122666	48.47	NA	50	NA
synopGBS122667	48.47	NA	50	NA
synopGBS110900	48.47	NA	50	NA
synopGBS110901	48.47	NA	50	NA
synopGBS110902	48.47	NA	50	NA
synopGBS115876	48.47	NA	50	NA
synopGBS117422	48.47	NA	50	NA
synopGBS127088	48.47	NA	50	NA
synopGBS129239	48.47	NA	50	NA
synopGBS121050	48.47	NA	50	NA
synopGBS100590	48.47	NA	50	NA
synopGBS100591	48.47	NA	50	NA
synopGBS100592	48.47	NA	50	NA
synopGBS116854	48.47	NA	50	NA
synopGBS116855	48.47	NA	50	NA
synopGBS126785	48.47	NA	50	NA
synopGBS101149	48.47	NA	50	NA
synopGBS101150	48.47	NA	50	NA
synopGBS101151	48.47	NA	50	NA
synopGBS101884	48.47	NA	50	NA
synopGBS117505	48.47	NA	50	NA
synopGBS117506	48.47	NA	50	NA
synopGBS106540	48.47	NA	50	NA
synopGBS110978	48.47	NA	50	NA
synopGBS110979	48.47	NA	50	NA
synopGBS110980	48.47	NA	50	NA
synopGBS125127	48.47	NA	50	NA
synopGBS125570	48.47	NA	50	NA
synopGBS127585	48.47	NA	50	NA
synopGBS101233	48.47	NA	50	NA
synopGBS119014	48.47	NA	50	NA
synopGBS122306	48.47	NA	50	NA
synopGBS126634	48.47	NA	50	NA
synopGBS126915	48.47	NA	50	NA
synopGBS126916	48.47	NA	50	NA
synopGBS127443	48.47	NA	50	NA
synopGBS127444	48.47	NA	50	NA
synopGBS127445	48.47	NA	50	NA
synopGBS123399	48.47	NA	50	NA
synopGBS120908	48.47	NA	51	NA
synopGBS120909	48.47	NA	51	NA
synopGBS120830	48.47	NA	51	NA
synopGBS103005	48.47	NA	51	NA
synopGBS113469	48.47	NA	51	NA
synopGBS127637	48.47	NA	51	NA
synopGBS123203	48.47	NA	51	NA
synopGBS123204	48.47	NA	51	NA
synopGBS123205	48.47	NA	51	NA
synopGBS126797	48.47	NA	51	NA
synopGBS1293	49.23	5.09	53	NA
synopGBS1294	49.23	5.09	54	NA
synopGBS100170	49.23	NA	53	NA
synopGBS104846	49.23	NA	53	NA
synopGBS123241	49.23	NA	53	NA
synopGBS117289	49.23	NA	53	NA
synopGBS117290	49.23	NA	53	NA
synopGBS118918	49.23	NA	53	NA
synopGBS118919	49.23	NA	53	NA
synopGBS118920	49.23	NA	53	NA
synopGBS118921	49.23	NA	53	NA
synopGBS102870	49.23	NA	53	NA
synopGBS111163	49.23	NA	53	NA
synopGBS111164	49.23	NA	53	NA
synopGBS111170	49.23	NA	53	NA
synopGBS111171	49.23	NA	53	NA
IWA6475	49.43	NA	NA	49.43
synopGBS1302	50.04	5.9	NA	NA
synopGBS124518	50.23	NA	54	NA
synopGBS100182	50.23	NA	54	NA
synopGBS100183	50.23	NA	54	NA
synopGBS106615	50.23	NA	54	NA
synopGBS106951	50.23	NA	54	NA
synopGBS114771	50.23	NA	54	NA
synopGBS114772	50.23	NA	54	NA
synopGBS127357	50.23	NA	54	NA
synopGBS127358	50.23	NA	54	NA
synopGBS110567	50.23	NA	54	NA
synopGBS125569	50.23	NA	54	NA
synopGBS112994	50.23	NA	54	NA
synopGBS113661	50.23	NA	54	NA
synopGBS113662	50.23	NA	54	NA
synopGBS119251	50.23	NA	54	NA
synopGBS119252	50.23	NA	54	NA
synopGBS128566	50.23	NA	54	NA
synopGBS111614	50.23	NA	54	NA
synopGBS111615	50.23	NA	54	NA
synopGBS1474	50.85	6.71	56	NA
synopGBS105170	50.85	NA	57	NA
synopGBS958	51.73	7.59	54	NA
synopGBS102600	51.73	NA	55	NA
synopGBS115378	51.73	NA	55	NA
synopGBS115379	51.73	NA	55	NA
IWA4614	52.26	NA	NA	52.26
IWA5584	52.48	NA	NA	52.48
synopGBS101672	54.54	NA	61	NA
synopGBS115121	54.54	NA	61	NA
synopGBS115122	54.54	NA	61	NA
synopGBS105273	54.54	NA	61	NA
synopGBS121016	54.54	NA	61	NA
synopGBS120080	55.54	NA	62	NA
synopGBS126504	55.54	NA	62	NA
synopGBS224	56.54	12.4	63	NA
IWA1751	56.66	NA	NA	56.66
synopGBS108827	57.96	NA	69	NA
synopGBS113459	60.96	NA	72	NA
synopGBS113460	60.96	NA	72	NA
synopGBS117859	61.96	NA	73	NA
IWA6507	62.21	NA	NA	62.21
IWA8390	62.87	NA	NA	62.87
IWA7201	64.41	NA	NA	64.41
IWA7200	64.41	NA	NA	64.41
IWA7849	65.07	NA	NA	65.07
IWA1845	65.07	NA	NA	65.07
synopGBS323	66.96	22.82	78	NA
IWA2513	67.61	NA	NA	67.61
synopGBS123379	68.01	NA	85	NA
synopGBS114407	68.01	NA	86	NA
synopGBS114408	68.01	NA	86	NA
synopGBS115742	68.01	NA	86	NA
synopGBS106506	68.01	NA	86	NA
synopGBS112669	69.01	NA	87	NA
synopGBS112670	69.01	NA	87	NA
IWA7187	69.62	NA	NA	69.62
IWA3760	69.62	NA	NA	69.62
synopGBS113058	71.01	NA	89	NA
synopGBS113059	71.01	NA	89	NA
synopGBS113832	71.01	NA	89	NA
synopGBS123434	72.01	NA	90	NA
IWA6473	73.53	NA	NA	73.53
IWA3832	73.53	NA	NA	73.53
IWA3831	73.53	NA	NA	73.53
synopGBS100028	74.01	NA	92	NA
synopGBS127705	74.01	NA	92	NA
IWA6472	74.9	NA	NA	74.9
IWA2535	74.9	NA	NA	74.9
IWA1353	74.9	NA	NA	74.9
synopGBS131	75.01	30.87	95	NA
synopGBS511	75.01	30.87	93	NA
IWA8161	76.4	NA	NA	76.4
synopGBS107925	78.01	NA	98	NA
synopGBS818	79.6	35.46	104	NA
synopGBS819	79.6	35.46	104	NA
synopGBS121768	79.6	NA	103	NA
synopGBS121670	80.86	NA	104	NA
synopGBS117360	80.86	NA	104	NA
synopGBS117361	80.86	NA	104	NA
synopGBS105190	80.86	NA	104	NA
synopGBS119612	80.86	NA	104	NA
synopGBS118610	80.86	NA	104	NA
IWA8492	81.01	NA	NA	81.01
IWA6331	81.01	NA	NA	81.01
IWA679	81.01	NA	NA	81.01
synopGBS120106	81.86	NA	105	NA
IWA274	82.16	NA	NA	82.16
IWA6310	82.16	NA	NA	82.16
IWA4181	82.16	NA	NA	82.16
IWA4180	82.16	NA	NA	82.16
IWA3673	82.63	NA	NA	82.63
synopGBS126041	82.86	NA	106	NA
synopGBS117762	82.86	NA	106	NA
synopGBS101437	82.86	NA	106	NA
synopGBS126189	82.86	NA	106	NA
synopGBS126190	82.86	NA	106	NA
synopGBS128885	82.86	NA	106	NA
synopGBS105989	82.86	NA	106	NA
synopGBS106159	82.86	NA	106	NA
synopGBS106532	82.86	NA	106	NA
synopGBS121748	82.86	NA	106	NA
synopGBS125502	82.86	NA	106	NA
synopGBS113330	82.86	NA	106	NA
synopGBS113331	82.86	NA	106	NA
synopGBS113332	82.86	NA	106	NA
